MageSuite,MageSuite
Navigation,Navigation
"Mega dropdown navigation","Mega dropdown navigation"
Enabled,Enabled
"All Categories Label","All Categories Label"
"Maximum 3rd level categories","Maximum 3rd level categories"
"
                        When enabled category will be shown in main bar.
                    ","
                        When enabled category will be shown in main bar.
                    "
"Include in main bar","Include in main bar"
